CVE ID,Link to CVE,CVSS_Score,Confidentiality Impact,Integrity Impact,Availability Impact,Access Complexity,Authentication,Gained Access,Vulnerability Type(s),Year
CVE-2021-38721,https://www.cvedetails.com/cve/CVE-2021-38721/,4.3,None,Partial,None,Medium,Not required,None,CSRF,2021
CVE-2021-38714,https://www.cvedetails.com/cve/CVE-2021-38714/,9.3,Complete,Complete,Complete,Medium,Not required,None,Execute Code,2021
CVE-2021-38714,https://www.cvedetails.com/cve/CVE-2021-38714/,9.3,Complete,Complete,Complete,Medium,Not required,None,Overflow,2021
CVE-2021-38711,https://www.cvedetails.com/cve/CVE-2021-38711/,5.0,Partial,None,None,Low,Not required,None,Obtain Information,2021
CVE-2021-38710,https://www.cvedetails.com/cve/CVE-2021-38710/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38709,https://www.cvedetails.com/cve/CVE-2021-38709/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38705,https://www.cvedetails.com/cve/CVE-2021-38705/,6.8,Partial,Partial,Partial,Medium,Not required,None,CSRF,2021
CVE-2021-38704,https://www.cvedetails.com/cve/CVE-2021-38704/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38702,https://www.cvedetails.com/cve/CVE-2021-38702/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38687,https://www.cvedetails.com/cve/CVE-2021-38687/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2021
CVE-2021-38687,https://www.cvedetails.com/cve/CVE-2021-38687/,7.5,Partial,Partial,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38684,https://www.cvedetails.com/cve/CVE-2021-38684/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2021
CVE-2021-38684,https://www.cvedetails.com/cve/CVE-2021-38684/,7.5,Partial,Partial,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38681,https://www.cvedetails.com/cve/CVE-2021-38681/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38680,https://www.cvedetails.com/cve/CVE-2021-38680/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38666,https://www.cvedetails.com/cve/CVE-2021-38666/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38661,https://www.cvedetails.com/cve/CVE-2021-38661/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38660,https://www.cvedetails.com/cve/CVE-2021-38660/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38659,https://www.cvedetails.com/cve/CVE-2021-38659/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38658,https://www.cvedetails.com/cve/CVE-2021-38658/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38656,https://www.cvedetails.com/cve/CVE-2021-38656/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38655,https://www.cvedetails.com/cve/CVE-2021-38655/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38654,https://www.cvedetails.com/cve/CVE-2021-38654/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38653,https://www.cvedetails.com/cve/CVE-2021-38653/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38647,https://www.cvedetails.com/cve/CVE-2021-38647/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2021
CVE-2021-38646,https://www.cvedetails.com/cve/CVE-2021-38646/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38646,https://www.cvedetails.com/cve/CVE-2021-38646/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2021
CVE-2021-38644,https://www.cvedetails.com/cve/CVE-2021-38644/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38623,https://www.cvedetails.com/cve/CVE-2021-38623/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2021
CVE-2021-38619,https://www.cvedetails.com/cve/CVE-2021-38619/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38618,https://www.cvedetails.com/cve/CVE-2021-38618/,6.8,Partial,Partial,Partial,Medium,Not required,None,Bypass a restriction or similar,2021
CVE-2021-38614,https://www.cvedetails.com/cve/CVE-2021-38614/,5.0,None,None,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38613,https://www.cvedetails.com/cve/CVE-2021-38613/,10.0,Complete,Complete,Complete,Low,Not required,None,Execute Code,2021
CVE-2021-38612,https://www.cvedetails.com/cve/CVE-2021-38612/,5.0,Partial,None,None,Low,Not required,None,Directory traversal,2021
CVE-2021-38611,https://www.cvedetails.com/cve/CVE-2021-38611/,10.0,Complete,Complete,Complete,Low,Not required,None,Execute Code,2021
CVE-2021-38598,https://www.cvedetails.com/cve/CVE-2021-38598/,5.8,None,Partial,Partial,Medium,Not required,None,Denial Of Service,2021
CVE-2021-38592,https://www.cvedetails.com/cve/CVE-2021-38592/,5.0,None,None,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38583,https://www.cvedetails.com/cve/CVE-2021-38583/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38575,https://www.cvedetails.com/cve/CVE-2021-38575/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2021
CVE-2021-38574,https://www.cvedetails.com/cve/CVE-2021-38574/,7.5,Partial,Partial,Partial,Low,Not required,None,Sql Injection,2021
CVE-2021-38568,https://www.cvedetails.com/cve/CVE-2021-38568/,7.5,Partial,Partial,Partial,Low,Not required,None,Memory corruption,2021
CVE-2021-38559,https://www.cvedetails.com/cve/CVE-2021-38559/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38540,https://www.cvedetails.com/cve/CVE-2021-38540/,7.5,Partial,Partial,Partial,Low,Not required,None,Denial Of Service,2021
CVE-2021-38540,https://www.cvedetails.com/cve/CVE-2021-38540/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2021
CVE-2021-38538,https://www.cvedetails.com/cve/CVE-2021-38538/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38526,https://www.cvedetails.com/cve/CVE-2021-38526/,5.0,None,None,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38515,https://www.cvedetails.com/cve/CVE-2021-38515/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2021
CVE-2021-38513,https://www.cvedetails.com/cve/CVE-2021-38513/,10.0,Complete,Complete,Complete,Low,Not required,None,Bypass a restriction or similar,2021
CVE-2021-38511,https://www.cvedetails.com/cve/CVE-2021-38511/,5.0,None,Partial,None,Low,Not required,None,Directory traversal,2021
CVE-2021-38504,https://www.cvedetails.com/cve/CVE-2021-38504/,6.8,Partial,Partial,Partial,Medium,Not required,None,Memory corruption,2021
CVE-2021-38503,https://www.cvedetails.com/cve/CVE-2021-38503/,7.5,Partial,Partial,Partial,Low,Not required,None,Bypass a restriction or similar,2021
CVE-2021-38502,https://www.cvedetails.com/cve/CVE-2021-38502/,4.3,Partial,None,None,Medium,Not required,None,Execute Code,2021
CVE-2021-38501,https://www.cvedetails.com/cve/CVE-2021-38501/,6.8,Partial,Partial,Partial,Medium,Not required,None,Memory corruption,2021
CVE-2021-38500,https://www.cvedetails.com/cve/CVE-2021-38500/,6.8,Partial,Partial,Partial,Medium,Not required,None,Memory corruption,2021
CVE-2021-38499,https://www.cvedetails.com/cve/CVE-2021-38499/,6.8,Partial,Partial,Partial,Medium,Not required,None,Memory corruption,2021
CVE-2021-38498,https://www.cvedetails.com/cve/CVE-2021-38498/,5.0,None,None,Partial,Low,Not required,None,Memory corruption,2021
CVE-2021-38496,https://www.cvedetails.com/cve/CVE-2021-38496/,6.8,Partial,Partial,Partial,Medium,Not required,None,Memory corruption,2021
CVE-2021-38495,https://www.cvedetails.com/cve/CVE-2021-38495/,6.8,Partial,Partial,Partial,Medium,Not required,None,Memory corruption,2021
CVE-2021-38494,https://www.cvedetails.com/cve/CVE-2021-38494/,6.8,Partial,Partial,Partial,Medium,Not required,None,Memory corruption,2021
CVE-2021-38493,https://www.cvedetails.com/cve/CVE-2021-38493/,6.8,Partial,Partial,Partial,Medium,Not required,None,Memory corruption,2021
CVE-2021-38481,https://www.cvedetails.com/cve/CVE-2021-38481/,7.5,Partial,Partial,Partial,Low,Not required,None,Sql Injection,2021
CVE-2021-38480,https://www.cvedetails.com/cve/CVE-2021-38480/,9.3,Complete,Complete,Complete,Medium,Not required,None,CSRF,2021
CVE-2021-38466,https://www.cvedetails.com/cve/CVE-2021-38466/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38460,https://www.cvedetails.com/cve/CVE-2021-38460/,5.0,Partial,None,None,Low,Not required,None,Execute Code,2021
CVE-2021-38458,https://www.cvedetails.com/cve/CVE-2021-38458/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2021
CVE-2021-38454,https://www.cvedetails.com/cve/CVE-2021-38454/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2021
CVE-2021-38452,https://www.cvedetails.com/cve/CVE-2021-38452/,6.4,None,Partial,Partial,Low,Not required,None,Execute Code,2021
CVE-2021-38452,https://www.cvedetails.com/cve/CVE-2021-38452/,6.4,None,Partial,Partial,Low,Not required,None,Directory traversal,2021
CVE-2021-38442,https://www.cvedetails.com/cve/CVE-2021-38442/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38442,https://www.cvedetails.com/cve/CVE-2021-38442/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2021
CVE-2021-38438,https://www.cvedetails.com/cve/CVE-2021-38438/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38436,https://www.cvedetails.com/cve/CVE-2021-38436/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38436,https://www.cvedetails.com/cve/CVE-2021-38436/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2021
CVE-2021-38436,https://www.cvedetails.com/cve/CVE-2021-38436/,6.8,Partial,Partial,Partial,Medium,Not required,None,Memory corruption,2021
CVE-2021-38434,https://www.cvedetails.com/cve/CVE-2021-38434/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38432,https://www.cvedetails.com/cve/CVE-2021-38432/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2021
CVE-2021-38432,https://www.cvedetails.com/cve/CVE-2021-38432/,7.5,Partial,Partial,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38430,https://www.cvedetails.com/cve/CVE-2021-38430/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38430,https://www.cvedetails.com/cve/CVE-2021-38430/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2021
CVE-2021-38426,https://www.cvedetails.com/cve/CVE-2021-38426/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38419,https://www.cvedetails.com/cve/CVE-2021-38419/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38415,https://www.cvedetails.com/cve/CVE-2021-38415/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38415,https://www.cvedetails.com/cve/CVE-2021-38415/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2021
CVE-2021-38413,https://www.cvedetails.com/cve/CVE-2021-38413/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38413,https://www.cvedetails.com/cve/CVE-2021-38413/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2021
CVE-2021-38408,https://www.cvedetails.com/cve/CVE-2021-38408/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2021
CVE-2021-38408,https://www.cvedetails.com/cve/CVE-2021-38408/,7.5,Partial,Partial,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38406,https://www.cvedetails.com/cve/CVE-2021-38406/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38404,https://www.cvedetails.com/cve/CVE-2021-38404/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38404,https://www.cvedetails.com/cve/CVE-2021-38404/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2021
CVE-2021-38402,https://www.cvedetails.com/cve/CVE-2021-38402/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38402,https://www.cvedetails.com/cve/CVE-2021-38402/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2021
CVE-2021-38401,https://www.cvedetails.com/cve/CVE-2021-38401/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38393,https://www.cvedetails.com/cve/CVE-2021-38393/,10.0,Complete,Complete,Complete,Low,Not required,None,Execute Code,2021
CVE-2021-38393,https://www.cvedetails.com/cve/CVE-2021-38393/,10.0,Complete,Complete,Complete,Low,Not required,None,Sql Injection,2021
CVE-2021-38391,https://www.cvedetails.com/cve/CVE-2021-38391/,10.0,Complete,Complete,Complete,Low,Not required,None,Execute Code,2021
CVE-2021-38391,https://www.cvedetails.com/cve/CVE-2021-38391/,10.0,Complete,Complete,Complete,Low,Not required,None,Sql Injection,2021
CVE-2021-38390,https://www.cvedetails.com/cve/CVE-2021-38390/,10.0,Complete,Complete,Complete,Low,Not required,None,Execute Code,2021
CVE-2021-38390,https://www.cvedetails.com/cve/CVE-2021-38390/,10.0,Complete,Complete,Complete,Low,Not required,None,Sql Injection,2021
CVE-2021-38389,https://www.cvedetails.com/cve/CVE-2021-38389/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2021
CVE-2021-38389,https://www.cvedetails.com/cve/CVE-2021-38389/,7.5,Partial,Partial,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38386,https://www.cvedetails.com/cve/CVE-2021-38386/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2021
CVE-2021-38386,https://www.cvedetails.com/cve/CVE-2021-38386/,5.0,None,None,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38377,https://www.cvedetails.com/cve/CVE-2021-38377/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38375,https://www.cvedetails.com/cve/CVE-2021-38375/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38366,https://www.cvedetails.com/cve/CVE-2021-38366/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38361,https://www.cvedetails.com/cve/CVE-2021-38361/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38360,https://www.cvedetails.com/cve/CVE-2021-38360/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2021
CVE-2021-38360,https://www.cvedetails.com/cve/CVE-2021-38360/,7.5,Partial,Partial,Partial,Low,Not required,None,File Inclusion,2021
CVE-2021-38359,https://www.cvedetails.com/cve/CVE-2021-38359/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38358,https://www.cvedetails.com/cve/CVE-2021-38358/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38357,https://www.cvedetails.com/cve/CVE-2021-38357/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38356,https://www.cvedetails.com/cve/CVE-2021-38356/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38355,https://www.cvedetails.com/cve/CVE-2021-38355/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38354,https://www.cvedetails.com/cve/CVE-2021-38354/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38353,https://www.cvedetails.com/cve/CVE-2021-38353/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38352,https://www.cvedetails.com/cve/CVE-2021-38352/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38351,https://www.cvedetails.com/cve/CVE-2021-38351/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38350,https://www.cvedetails.com/cve/CVE-2021-38350/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38349,https://www.cvedetails.com/cve/CVE-2021-38349/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38348,https://www.cvedetails.com/cve/CVE-2021-38348/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38347,https://www.cvedetails.com/cve/CVE-2021-38347/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38342,https://www.cvedetails.com/cve/CVE-2021-38342/,4.3,None,Partial,None,Medium,Not required,None,CSRF,2021
CVE-2021-38341,https://www.cvedetails.com/cve/CVE-2021-38341/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38340,https://www.cvedetails.com/cve/CVE-2021-38340/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38339,https://www.cvedetails.com/cve/CVE-2021-38339/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38338,https://www.cvedetails.com/cve/CVE-2021-38338/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38337,https://www.cvedetails.com/cve/CVE-2021-38337/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38336,https://www.cvedetails.com/cve/CVE-2021-38336/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38335,https://www.cvedetails.com/cve/CVE-2021-38335/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38334,https://www.cvedetails.com/cve/CVE-2021-38334/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38333,https://www.cvedetails.com/cve/CVE-2021-38333/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38332,https://www.cvedetails.com/cve/CVE-2021-38332/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38331,https://www.cvedetails.com/cve/CVE-2021-38331/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38330,https://www.cvedetails.com/cve/CVE-2021-38330/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38329,https://www.cvedetails.com/cve/CVE-2021-38329/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38328,https://www.cvedetails.com/cve/CVE-2021-38328/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38327,https://www.cvedetails.com/cve/CVE-2021-38327/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38326,https://www.cvedetails.com/cve/CVE-2021-38326/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38325,https://www.cvedetails.com/cve/CVE-2021-38325/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38324,https://www.cvedetails.com/cve/CVE-2021-38324/,5.0,Partial,None,None,Low,Not required,None,Sql Injection,2021
CVE-2021-38323,https://www.cvedetails.com/cve/CVE-2021-38323/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38322,https://www.cvedetails.com/cve/CVE-2021-38322/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38321,https://www.cvedetails.com/cve/CVE-2021-38321/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38320,https://www.cvedetails.com/cve/CVE-2021-38320/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38319,https://www.cvedetails.com/cve/CVE-2021-38319/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38318,https://www.cvedetails.com/cve/CVE-2021-38318/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38317,https://www.cvedetails.com/cve/CVE-2021-38317/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38316,https://www.cvedetails.com/cve/CVE-2021-38316/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38315,https://www.cvedetails.com/cve/CVE-2021-38315/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38311,https://www.cvedetails.com/cve/CVE-2021-38311/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2021
CVE-2021-38305,https://www.cvedetails.com/cve/CVE-2021-38305/,9.3,Complete,Complete,Complete,Medium,Not required,None,Execute Code,2021
CVE-2021-38303,https://www.cvedetails.com/cve/CVE-2021-38303/,7.5,Partial,Partial,Partial,Low,Not required,None,Sql Injection,2021
CVE-2021-38302,https://www.cvedetails.com/cve/CVE-2021-38302/,7.5,Partial,Partial,Partial,Low,Not required,None,Sql Injection,2021
CVE-2021-38300,https://www.cvedetails.com/cve/CVE-2021-38300/,7.2,Complete,Complete,Complete,Low,Not required,None,Execute Code,2021
CVE-2021-38297,https://www.cvedetails.com/cve/CVE-2021-38297/,7.5,Partial,Partial,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38294,https://www.cvedetails.com/cve/CVE-2021-38294/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2021
CVE-2021-38260,https://www.cvedetails.com/cve/CVE-2021-38260/,4.6,Partial,Partial,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38258,https://www.cvedetails.com/cve/CVE-2021-38258/,4.6,Partial,Partial,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38244,https://www.cvedetails.com/cve/CVE-2021-38244/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2021
CVE-2021-38207,https://www.cvedetails.com/cve/CVE-2021-38207/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2021
CVE-2021-38207,https://www.cvedetails.com/cve/CVE-2021-38207/,5.0,None,None,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38204,https://www.cvedetails.com/cve/CVE-2021-38204/,4.6,Partial,Partial,Partial,Low,Not required,None,Denial Of Service,2021
CVE-2021-38202,https://www.cvedetails.com/cve/CVE-2021-38202/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2021
CVE-2021-38201,https://www.cvedetails.com/cve/CVE-2021-38201/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2021
CVE-2021-38201,https://www.cvedetails.com/cve/CVE-2021-38201/,5.0,None,None,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38197,https://www.cvedetails.com/cve/CVE-2021-38197/,10.0,Complete,Complete,Complete,Low,Not required,None,Directory traversal,2021
CVE-2021-38196,https://www.cvedetails.com/cve/CVE-2021-38196/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2021
CVE-2021-38195,https://www.cvedetails.com/cve/CVE-2021-38195/,7.5,Partial,Partial,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38193,https://www.cvedetails.com/cve/CVE-2021-38193/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38192,https://www.cvedetails.com/cve/CVE-2021-38192/,5.0,None,None,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38190,https://www.cvedetails.com/cve/CVE-2021-38190/,7.5,Partial,Partial,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38186,https://www.cvedetails.com/cve/CVE-2021-38186/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38185,https://www.cvedetails.com/cve/CVE-2021-38185/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38185,https://www.cvedetails.com/cve/CVE-2021-38185/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2021
CVE-2021-38183,https://www.cvedetails.com/cve/CVE-2021-38183/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2021
CVE-2021-38183,https://www.cvedetails.com/cve/CVE-2021-38183/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38180,https://www.cvedetails.com/cve/CVE-2021-38180/,9.3,Complete,Complete,Complete,Medium,Not required,None,Execute Code,2021
CVE-2021-38173,https://www.cvedetails.com/cve/CVE-2021-38173/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2021
CVE-2021-38167,https://www.cvedetails.com/cve/CVE-2021-38167/,7.5,Partial,Partial,Partial,Low,Not required,None,Sql Injection,2021
CVE-2021-38167,https://www.cvedetails.com/cve/CVE-2021-38167/,7.5,Partial,Partial,Partial,Low,Not required,None,Bypass a restriction or similar,2021
CVE-2021-38166,https://www.cvedetails.com/cve/CVE-2021-38166/,4.6,Partial,Partial,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38159,https://www.cvedetails.com/cve/CVE-2021-38159/,7.5,Partial,Partial,Partial,Low,Not required,None,Sql Injection,2021
CVE-2021-38157,https://www.cvedetails.com/cve/CVE-2021-38157/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38155,https://www.cvedetails.com/cve/CVE-2021-38155/,5.0,Partial,None,None,Low,Not required,None,Obtain Information,2021
CVE-2021-38146,https://www.cvedetails.com/cve/CVE-2021-38146/,5.0,Partial,None,None,Low,Not required,None,Directory traversal,2021
CVE-2021-38145,https://www.cvedetails.com/cve/CVE-2021-38145/,7.5,Partial,Partial,Partial,Low,Not required,None,Sql Injection,2021
CVE-2021-38143,https://www.cvedetails.com/cve/CVE-2021-38143/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2021
CVE-2021-38142,https://www.cvedetails.com/cve/CVE-2021-38142/,7.2,Complete,Complete,Complete,Low,Not required,None,Execute Code,2021
CVE-2021-38124,https://www.cvedetails.com/cve/CVE-2021-38124/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2021
CVE-2021-38115,https://www.cvedetails.com/cve/CVE-2021-38115/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2021
CVE-2021-38112,https://www.cvedetails.com/cve/CVE-2021-38112/,9.3,Complete,Complete,Complete,Medium,Not required,None,Execute Code,2021
CVE-2021-38111,https://www.cvedetails.com/cve/CVE-2021-38111/,5.8,Partial,Partial,Partial,Low,Not required,None,Overflow,2021
CVE-2021-38110,https://www.cvedetails.com/cve/CVE-2021-38110/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38103,https://www.cvedetails.com/cve/CVE-2021-38103/,9.3,Complete,Complete,Complete,Medium,Not required,None,Execute Code,2021
CVE-2021-38101,https://www.cvedetails.com/cve/CVE-2021-38101/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38100,https://www.cvedetails.com/cve/CVE-2021-38100/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2021
CVE-2021-38099,https://www.cvedetails.com/cve/CVE-2021-38099/,9.3,Complete,Complete,Complete,Medium,Not required,None,Execute Code,2021
