CVE ID,Link to CVE,CVSS_Score,Confidentiality Impact,Integrity Impact,Availability Impact,Access Complexity,Authentication,Gained Access,Vulnerability Type(s),Year
CVE-2017-12651,https://www.cvedetails.com/cve/CVE-2017-12651/,6.8,Partial,Partial,Partial,Medium,Not required,None,CSRF,2017
CVE-2017-12650,https://www.cvedetails.com/cve/CVE-2017-12650/,7.5,Partial,Partial,Partial,Low,Not required,None,Sql Injection,2017
CVE-2017-12649,https://www.cvedetails.com/cve/CVE-2017-12649/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12648,https://www.cvedetails.com/cve/CVE-2017-12648/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12647,https://www.cvedetails.com/cve/CVE-2017-12647/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12646,https://www.cvedetails.com/cve/CVE-2017-12646/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12645,https://www.cvedetails.com/cve/CVE-2017-12645/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12639,https://www.cvedetails.com/cve/CVE-2017-12639/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2017
CVE-2017-12639,https://www.cvedetails.com/cve/CVE-2017-12639/,7.5,Partial,Partial,Partial,Low,Not required,None,Overflow,2017
CVE-2017-12638,https://www.cvedetails.com/cve/CVE-2017-12638/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2017
CVE-2017-12638,https://www.cvedetails.com/cve/CVE-2017-12638/,7.5,Partial,Partial,Partial,Low,Not required,None,Overflow,2017
CVE-2017-12637,https://www.cvedetails.com/cve/CVE-2017-12637/,5.0,Partial,None,None,Low,Not required,None,Directory traversal,2017
CVE-2017-12635,https://www.cvedetails.com/cve/CVE-2017-12635/,10.0,Complete,Complete,Complete,Low,Not required,None,Execute Code,2017
CVE-2017-12631,https://www.cvedetails.com/cve/CVE-2017-12631/,6.8,Partial,Partial,Partial,Medium,Not required,None,CSRF,2017
CVE-2017-12629,https://www.cvedetails.com/cve/CVE-2017-12629/,7.5,Partial,Partial,Partial,Low,Not required,None,Execute Code,2017
CVE-2017-12628,https://www.cvedetails.com/cve/CVE-2017-12628/,7.2,Complete,Complete,Complete,Low,Not required,None,Execute Code,2017
CVE-2017-12624,https://www.cvedetails.com/cve/CVE-2017-12624/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12617,https://www.cvedetails.com/cve/CVE-2017-12617/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12616,https://www.cvedetails.com/cve/CVE-2017-12616/,5.0,Partial,None,None,Low,Not required,None,Bypass a restriction or similar,2017
CVE-2017-12616,https://www.cvedetails.com/cve/CVE-2017-12616/,5.0,Partial,None,None,Low,Not required,None,Obtain Information,2017
CVE-2017-12615,https://www.cvedetails.com/cve/CVE-2017-12615/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12612,https://www.cvedetails.com/cve/CVE-2017-12612/,7.2,Complete,Complete,Complete,Low,Not required,None,Execute Code,2017
CVE-2017-12608,https://www.cvedetails.com/cve/CVE-2017-12608/,6.8,Partial,Partial,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12608,https://www.cvedetails.com/cve/CVE-2017-12608/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12608,https://www.cvedetails.com/cve/CVE-2017-12608/,6.8,Partial,Partial,Partial,Medium,Not required,None,Memory corruption,2017
CVE-2017-12607,https://www.cvedetails.com/cve/CVE-2017-12607/,6.8,Partial,Partial,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12607,https://www.cvedetails.com/cve/CVE-2017-12607/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12607,https://www.cvedetails.com/cve/CVE-2017-12607/,6.8,Partial,Partial,Partial,Medium,Not required,None,Memory corruption,2017
CVE-2017-12603,https://www.cvedetails.com/cve/CVE-2017-12603/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2017
CVE-2017-12602,https://www.cvedetails.com/cve/CVE-2017-12602/,7.8,None,None,Complete,Low,Not required,None,Denial Of Service,2017
CVE-2017-12601,https://www.cvedetails.com/cve/CVE-2017-12601/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2017
CVE-2017-12600,https://www.cvedetails.com/cve/CVE-2017-12600/,7.8,None,None,Complete,Low,Not required,None,Denial Of Service,2017
CVE-2017-12596,https://www.cvedetails.com/cve/CVE-2017-12596/,6.8,Partial,Partial,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12596,https://www.cvedetails.com/cve/CVE-2017-12596/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12595,https://www.cvedetails.com/cve/CVE-2017-12595/,6.8,Partial,Partial,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12593,https://www.cvedetails.com/cve/CVE-2017-12593/,6.8,Partial,Partial,Partial,Medium,Not required,None,CSRF,2017
CVE-2017-12589,https://www.cvedetails.com/cve/CVE-2017-12589/,6.8,Partial,Partial,Partial,Medium,Not required,None,CSRF,2017
CVE-2017-12584,https://www.cvedetails.com/cve/CVE-2017-12584/,6.8,Partial,Partial,Partial,Medium,Not required,None,CSRF,2017
CVE-2017-12583,https://www.cvedetails.com/cve/CVE-2017-12583/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12581,https://www.cvedetails.com/cve/CVE-2017-12581/,9.3,Complete,Complete,Complete,Medium,Not required,None,Execute Code,2017
CVE-2017-12581,https://www.cvedetails.com/cve/CVE-2017-12581/,9.3,Complete,Complete,Complete,Medium,Not required,None,Bypass a restriction or similar,2017
CVE-2017-12568,https://www.cvedetails.com/cve/CVE-2017-12568/,7.8,None,None,Complete,Low,Not required,None,Denial Of Service,2017
CVE-2017-12567,https://www.cvedetails.com/cve/CVE-2017-12567/,7.5,Partial,Partial,Partial,Low,Not required,None,Sql Injection,2017
CVE-2017-12566,https://www.cvedetails.com/cve/CVE-2017-12566/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12565,https://www.cvedetails.com/cve/CVE-2017-12565/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12564,https://www.cvedetails.com/cve/CVE-2017-12564/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12563,https://www.cvedetails.com/cve/CVE-2017-12563/,7.1,None,None,Complete,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12562,https://www.cvedetails.com/cve/CVE-2017-12562/,7.5,Partial,Partial,Partial,Low,Not required,None,Denial Of Service,2017
CVE-2017-12562,https://www.cvedetails.com/cve/CVE-2017-12562/,7.5,Partial,Partial,Partial,Low,Not required,None,Overflow,2017
CVE-2017-12482,https://www.cvedetails.com/cve/CVE-2017-12482/,6.8,Partial,Partial,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12482,https://www.cvedetails.com/cve/CVE-2017-12482/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2017
CVE-2017-12481,https://www.cvedetails.com/cve/CVE-2017-12481/,6.8,Partial,Partial,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12481,https://www.cvedetails.com/cve/CVE-2017-12481/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2017
CVE-2017-12478,https://www.cvedetails.com/cve/CVE-2017-12478/,10.0,Complete,Complete,Complete,Low,Not required,None,Execute Code,2017
CVE-2017-12478,https://www.cvedetails.com/cve/CVE-2017-12478/,10.0,Complete,Complete,Complete,Low,Not required,None,Bypass a restriction or similar,2017
CVE-2017-12477,https://www.cvedetails.com/cve/CVE-2017-12477/,10.0,Complete,Complete,Complete,Low,Not required,None,Execute Code,2017
CVE-2017-12477,https://www.cvedetails.com/cve/CVE-2017-12477/,10.0,Complete,Complete,Complete,Low,Not required,None,Bypass a restriction or similar,2017
CVE-2017-12476,https://www.cvedetails.com/cve/CVE-2017-12476/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12475,https://www.cvedetails.com/cve/CVE-2017-12475/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12474,https://www.cvedetails.com/cve/CVE-2017-12474/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12459,https://www.cvedetails.com/cve/CVE-2017-12459/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12450,https://www.cvedetails.com/cve/CVE-2017-12450/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12448,https://www.cvedetails.com/cve/CVE-2017-12448/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12445,https://www.cvedetails.com/cve/CVE-2017-12445/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12444,https://www.cvedetails.com/cve/CVE-2017-12444/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12443,https://www.cvedetails.com/cve/CVE-2017-12443/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12442,https://www.cvedetails.com/cve/CVE-2017-12442/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12441,https://www.cvedetails.com/cve/CVE-2017-12441/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12439,https://www.cvedetails.com/cve/CVE-2017-12439/,5.1,Partial,Partial,Partial,High,Not required,None,Cross Site Scripting,2017
CVE-2017-12435,https://www.cvedetails.com/cve/CVE-2017-12435/,7.8,None,None,Complete,Low,Not required,None,Denial Of Service,2017
CVE-2017-12434,https://www.cvedetails.com/cve/CVE-2017-12434/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12433,https://www.cvedetails.com/cve/CVE-2017-12433/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12432,https://www.cvedetails.com/cve/CVE-2017-12432/,7.1,None,None,Complete,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12431,https://www.cvedetails.com/cve/CVE-2017-12431/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12430,https://www.cvedetails.com/cve/CVE-2017-12430/,7.8,None,None,Complete,Low,Not required,None,Denial Of Service,2017
CVE-2017-12429,https://www.cvedetails.com/cve/CVE-2017-12429/,7.8,None,None,Complete,Low,Not required,None,Denial Of Service,2017
CVE-2017-12428,https://www.cvedetails.com/cve/CVE-2017-12428/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2017
CVE-2017-12427,https://www.cvedetails.com/cve/CVE-2017-12427/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12426,https://www.cvedetails.com/cve/CVE-2017-12426/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12425,https://www.cvedetails.com/cve/CVE-2017-12425/,5.0,None,None,Partial,Low,Not required,None,Overflow,2017
CVE-2017-12424,https://www.cvedetails.com/cve/CVE-2017-12424/,7.5,Partial,Partial,Partial,Low,Not required,None,Overflow,2017
CVE-2017-12424,https://www.cvedetails.com/cve/CVE-2017-12424/,7.5,Partial,Partial,Partial,Low,Not required,None,Memory corruption,2017
CVE-2017-12416,https://www.cvedetails.com/cve/CVE-2017-12416/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12413,https://www.cvedetails.com/cve/CVE-2017-12413/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12372,https://www.cvedetails.com/cve/CVE-2017-12372/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12372,https://www.cvedetails.com/cve/CVE-2017-12372/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2017
CVE-2017-12371,https://www.cvedetails.com/cve/CVE-2017-12371/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12371,https://www.cvedetails.com/cve/CVE-2017-12371/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2017
CVE-2017-12370,https://www.cvedetails.com/cve/CVE-2017-12370/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12370,https://www.cvedetails.com/cve/CVE-2017-12370/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2017
CVE-2017-12369,https://www.cvedetails.com/cve/CVE-2017-12369/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12368,https://www.cvedetails.com/cve/CVE-2017-12368/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12368,https://www.cvedetails.com/cve/CVE-2017-12368/,6.8,Partial,Partial,Partial,Medium,Not required,None,Overflow,2017
CVE-2017-12367,https://www.cvedetails.com/cve/CVE-2017-12367/,6.8,Partial,Partial,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12367,https://www.cvedetails.com/cve/CVE-2017-12367/,6.8,Partial,Partial,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12366,https://www.cvedetails.com/cve/CVE-2017-12366/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12366,https://www.cvedetails.com/cve/CVE-2017-12366/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12364,https://www.cvedetails.com/cve/CVE-2017-12364/,6.4,Partial,Partial,None,Low,Not required,None,Sql Injection,2017
CVE-2017-12362,https://www.cvedetails.com/cve/CVE-2017-12362/,7.8,None,None,Complete,Low,Not required,None,Denial Of Service,2017
CVE-2017-12360,https://www.cvedetails.com/cve/CVE-2017-12360/,4.3,None,None,Partial,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12359,https://www.cvedetails.com/cve/CVE-2017-12359/,4.3,None,None,Partial,Medium,Not required,None,Execute Code,2017
CVE-2017-12359,https://www.cvedetails.com/cve/CVE-2017-12359/,4.3,None,None,Partial,Medium,Not required,None,Overflow,2017
CVE-2017-12356,https://www.cvedetails.com/cve/CVE-2017-12356/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12356,https://www.cvedetails.com/cve/CVE-2017-12356/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12355,https://www.cvedetails.com/cve/CVE-2017-12355/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2017
CVE-2017-12354,https://www.cvedetails.com/cve/CVE-2017-12354/,5.0,Partial,None,None,Low,Not required,None,Obtain Information,2017
CVE-2017-12353,https://www.cvedetails.com/cve/CVE-2017-12353/,5.0,None,Partial,None,Low,Not required,None,Bypass a restriction or similar,2017
CVE-2017-12352,https://www.cvedetails.com/cve/CVE-2017-12352/,7.2,Complete,Complete,Complete,Low,Not required,None,Execute Code,2017
CVE-2017-12352,https://www.cvedetails.com/cve/CVE-2017-12352/,7.2,Complete,Complete,Complete,Low,Not required,None,Gain privileges,2017
CVE-2017-12347,https://www.cvedetails.com/cve/CVE-2017-12347/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12346,https://www.cvedetails.com/cve/CVE-2017-12346/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12345,https://www.cvedetails.com/cve/CVE-2017-12345/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12344,https://www.cvedetails.com/cve/CVE-2017-12344/,5.8,Partial,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12341,https://www.cvedetails.com/cve/CVE-2017-12341/,7.2,Complete,Complete,Complete,Low,Not required,None,Execute Code,2017
CVE-2017-12339,https://www.cvedetails.com/cve/CVE-2017-12339/,4.6,Partial,Partial,Partial,Low,Not required,None,Execute Code,2017
CVE-2017-12336,https://www.cvedetails.com/cve/CVE-2017-12336/,4.6,Partial,Partial,Partial,Low,Not required,None,Execute Code,2017
CVE-2017-12336,https://www.cvedetails.com/cve/CVE-2017-12336/,4.6,Partial,Partial,Partial,Low,Not required,None,Gain privileges,2017
CVE-2017-12335,https://www.cvedetails.com/cve/CVE-2017-12335/,4.6,Partial,Partial,Partial,Low,Not required,None,Execute Code,2017
CVE-2017-12335,https://www.cvedetails.com/cve/CVE-2017-12335/,4.6,Partial,Partial,Partial,Low,Not required,None,Gain privileges,2017
CVE-2017-12334,https://www.cvedetails.com/cve/CVE-2017-12334/,7.2,Complete,Complete,Complete,Low,Not required,None,Execute Code,2017
CVE-2017-12333,https://www.cvedetails.com/cve/CVE-2017-12333/,4.6,Partial,Partial,Partial,Low,Not required,None,Bypass a restriction or similar,2017
CVE-2017-12331,https://www.cvedetails.com/cve/CVE-2017-12331/,7.2,Complete,Complete,Complete,Low,Not required,None,Bypass a restriction or similar,2017
CVE-2017-12330,https://www.cvedetails.com/cve/CVE-2017-12330/,4.6,Partial,Partial,Partial,Low,Not required,None,Execute Code,2017
CVE-2017-12330,https://www.cvedetails.com/cve/CVE-2017-12330/,4.6,Partial,Partial,Partial,Low,Not required,None,Gain privileges,2017
CVE-2017-12329,https://www.cvedetails.com/cve/CVE-2017-12329/,4.6,Partial,Partial,Partial,Low,Not required,None,Execute Code,2017
CVE-2017-12328,https://www.cvedetails.com/cve/CVE-2017-12328/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2017
CVE-2017-12323,https://www.cvedetails.com/cve/CVE-2017-12323/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12323,https://www.cvedetails.com/cve/CVE-2017-12323/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12322,https://www.cvedetails.com/cve/CVE-2017-12322/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12322,https://www.cvedetails.com/cve/CVE-2017-12322/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12321,https://www.cvedetails.com/cve/CVE-2017-12321/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12321,https://www.cvedetails.com/cve/CVE-2017-12321/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12320,https://www.cvedetails.com/cve/CVE-2017-12320/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12320,https://www.cvedetails.com/cve/CVE-2017-12320/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12318,https://www.cvedetails.com/cve/CVE-2017-12318/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2017
CVE-2017-12313,https://www.cvedetails.com/cve/CVE-2017-12313/,7.2,Complete,Complete,Complete,Low,Not required,None,Execute Code,2017
CVE-2017-12312,https://www.cvedetails.com/cve/CVE-2017-12312/,7.2,Complete,Complete,Complete,Low,Not required,None,Execute Code,2017
CVE-2017-12311,https://www.cvedetails.com/cve/CVE-2017-12311/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2017
CVE-2017-12309,https://www.cvedetails.com/cve/CVE-2017-12309/,5.0,None,Partial,None,Low,Not required,None,Cross Site Scripting,2017
CVE-2017-12309,https://www.cvedetails.com/cve/CVE-2017-12309/,5.0,None,Partial,None,Low,Not required,None,Http response splitting,2017
CVE-2017-12305,https://www.cvedetails.com/cve/CVE-2017-12305/,7.2,Complete,Complete,Complete,Low,Not required,None,Execute Code,2017
CVE-2017-12304,https://www.cvedetails.com/cve/CVE-2017-12304/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12304,https://www.cvedetails.com/cve/CVE-2017-12304/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12303,https://www.cvedetails.com/cve/CVE-2017-12303/,5.0,None,Partial,None,Low,Not required,None,Bypass a restriction or similar,2017
CVE-2017-12301,https://www.cvedetails.com/cve/CVE-2017-12301/,7.2,Complete,Complete,Complete,Low,Not required,None,Execute Code,2017
CVE-2017-12301,https://www.cvedetails.com/cve/CVE-2017-12301/,7.2,Complete,Complete,Complete,Low,Not required,None,Gain privileges,2017
CVE-2017-12300,https://www.cvedetails.com/cve/CVE-2017-12300/,5.0,None,Partial,None,Low,Not required,None,Bypass a restriction or similar,2017
CVE-2017-12299,https://www.cvedetails.com/cve/CVE-2017-12299/,5.0,None,Partial,None,Low,Not required,None,Bypass a restriction or similar,2017
CVE-2017-12298,https://www.cvedetails.com/cve/CVE-2017-12298/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12298,https://www.cvedetails.com/cve/CVE-2017-12298/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12296,https://www.cvedetails.com/cve/CVE-2017-12296/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12296,https://www.cvedetails.com/cve/CVE-2017-12296/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12295,https://www.cvedetails.com/cve/CVE-2017-12295/,5.0,Partial,None,None,Low,Not required,None,Obtain Information,2017
CVE-2017-12293,https://www.cvedetails.com/cve/CVE-2017-12293/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2017
CVE-2017-12293,https://www.cvedetails.com/cve/CVE-2017-12293/,5.0,None,None,Partial,Low,Not required,None,Overflow,2017
CVE-2017-12292,https://www.cvedetails.com/cve/CVE-2017-12292/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12292,https://www.cvedetails.com/cve/CVE-2017-12292/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12291,https://www.cvedetails.com/cve/CVE-2017-12291/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12291,https://www.cvedetails.com/cve/CVE-2017-12291/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12290,https://www.cvedetails.com/cve/CVE-2017-12290/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12290,https://www.cvedetails.com/cve/CVE-2017-12290/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12288,https://www.cvedetails.com/cve/CVE-2017-12288/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12288,https://www.cvedetails.com/cve/CVE-2017-12288/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12285,https://www.cvedetails.com/cve/CVE-2017-12285/,6.4,None,Partial,Partial,Low,Not required,None,Directory traversal,2017
CVE-2017-12282,https://www.cvedetails.com/cve/CVE-2017-12282/,5.7,None,None,Complete,Medium,Not required,None,Denial Of Service,2017
CVE-2017-12282,https://www.cvedetails.com/cve/CVE-2017-12282/,5.7,None,None,Complete,Medium,Not required,None,Overflow,2017
CVE-2017-12281,https://www.cvedetails.com/cve/CVE-2017-12281/,5.4,Partial,Partial,Partial,Medium,Not required,None,Bypass a restriction or similar,2017
CVE-2017-12280,https://www.cvedetails.com/cve/CVE-2017-12280/,7.8,None,None,Complete,Low,Not required,None,Denial Of Service,2017
CVE-2017-12280,https://www.cvedetails.com/cve/CVE-2017-12280/,7.8,None,None,Complete,Low,Not required,None,Overflow,2017
CVE-2017-12275,https://www.cvedetails.com/cve/CVE-2017-12275/,6.1,None,None,Complete,Low,Not required,None,Denial Of Service,2017
CVE-2017-12274,https://www.cvedetails.com/cve/CVE-2017-12274/,6.1,None,None,Complete,Low,Not required,None,Denial Of Service,2017
CVE-2017-12273,https://www.cvedetails.com/cve/CVE-2017-12273/,6.1,None,None,Complete,Low,Not required,None,Denial Of Service,2017
CVE-2017-12272,https://www.cvedetails.com/cve/CVE-2017-12272/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12272,https://www.cvedetails.com/cve/CVE-2017-12272/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12271,https://www.cvedetails.com/cve/CVE-2017-12271/,6.8,Partial,Partial,Partial,Medium,Not required,None,CSRF,2017
CVE-2017-12270,https://www.cvedetails.com/cve/CVE-2017-12270/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2017
CVE-2017-12270,https://www.cvedetails.com/cve/CVE-2017-12270/,5.0,None,None,Partial,Low,Not required,None,Overflow,2017
CVE-2017-12267,https://www.cvedetails.com/cve/CVE-2017-12267/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2017
CVE-2017-12267,https://www.cvedetails.com/cve/CVE-2017-12267/,5.0,None,None,Partial,Low,Not required,None,Overflow,2017
CVE-2017-12266,https://www.cvedetails.com/cve/CVE-2017-12266/,4.6,Partial,Partial,Partial,Low,Not required,None,Execute Code,2017
CVE-2017-12265,https://www.cvedetails.com/cve/CVE-2017-12265/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12265,https://www.cvedetails.com/cve/CVE-2017-12265/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12264,https://www.cvedetails.com/cve/CVE-2017-12264/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2017
CVE-2017-12263,https://www.cvedetails.com/cve/CVE-2017-12263/,5.0,Partial,None,None,Low,Not required,None,Directory traversal,2017
CVE-2017-12262,https://www.cvedetails.com/cve/CVE-2017-12262/,5.8,Partial,Partial,Partial,Low,Not required,None,Gain privileges,2017
CVE-2017-12260,https://www.cvedetails.com/cve/CVE-2017-12260/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2017
CVE-2017-12260,https://www.cvedetails.com/cve/CVE-2017-12260/,5.0,None,None,Partial,Low,Not required,None,Overflow,2017
CVE-2017-12259,https://www.cvedetails.com/cve/CVE-2017-12259/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2017
CVE-2017-12259,https://www.cvedetails.com/cve/CVE-2017-12259/,5.0,None,None,Partial,Low,Not required,None,Overflow,2017
CVE-2017-12258,https://www.cvedetails.com/cve/CVE-2017-12258/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12257,https://www.cvedetails.com/cve/CVE-2017-12257/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12257,https://www.cvedetails.com/cve/CVE-2017-12257/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12254,https://www.cvedetails.com/cve/CVE-2017-12254/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12254,https://www.cvedetails.com/cve/CVE-2017-12254/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12253,https://www.cvedetails.com/cve/CVE-2017-12253/,6.8,Partial,Partial,Partial,Medium,Not required,None,CSRF,2017
CVE-2017-12250,https://www.cvedetails.com/cve/CVE-2017-12250/,5.0,None,None,Partial,Low,Not required,None,Denial Of Service,2017
CVE-2017-12248,https://www.cvedetails.com/cve/CVE-2017-12248/,4.3,None,Partial,None,Medium,Not required,None,Execute Code,2017
CVE-2017-12248,https://www.cvedetails.com/cve/CVE-2017-12248/,4.3,None,Partial,None,Medium,Not required,None,Cross Site Scripting,2017
CVE-2017-12246,https://www.cvedetails.com/cve/CVE-2017-12246/,7.8,None,None,Complete,Low,Not required,None,Denial Of Service,2017
