CVE ID,Link to CVE,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Authentication,Gained Access,Vulnerability Type(s)
CVE-2017-4052,https://www.cvedetails.com/cve/CVE-2017-4052/,7.5,Partial,Partial,Partial,"Bypass vulnerability in the web interface in McAfee Advanced Threat Defense (ATD) 3.10, 3.8, 3.6, 3.4 all",None,Bypass a restriction or similar
CVE-2017-4017,https://www.cvedetails.com/cve/CVE-2017-4017/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2017-4016,https://www.cvedetails.com/cve/CVE-2017-4016/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2017-4014,https://www.cvedetails.com/cve/CVE-2017-4014/,6.0,Partial,Partial,Partial,???,None,-
CVE-2017-4013,https://www.cvedetails.com/cve/CVE-2017-4013/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2017-4012,https://www.cvedetails.com/cve/CVE-2017-4012/,5.0,Partial,None,None,Not required,None,-
CVE-2017-4011,https://www.cvedetails.com/cve/CVE-2017-4011/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-3980,https://www.cvedetails.com/cve/CVE-2017-3980/,6.5,Partial,Partial,Partial,???,None,Execute Code
CVE-2017-3980,https://www.cvedetails.com/cve/CVE-2017-3980/,6.5,Partial,Partial,Partial,???,None,Directory traversal
CVE-2017-3935,https://www.cvedetails.com/cve/CVE-2017-3935/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2017-3934,https://www.cvedetails.com/cve/CVE-2017-3934/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2017-3899,https://www.cvedetails.com/cve/CVE-2017-3899/,4.0,Partial,None,None,???,None,Sql Injection
CVE-2017-3899,https://www.cvedetails.com/cve/CVE-2017-3899/,4.0,Partial,None,None,???,None,Obtain Information
CVE-2017-3898,https://www.cvedetails.com/cve/CVE-2017-3898/,4.3,None,Partial,None,Not required,None,-
CVE-2017-3897,https://www.cvedetails.com/cve/CVE-2017-3897/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-3896,https://www.cvedetails.com/cve/CVE-2017-3896/,4.3,None,None,Partial,Not required,None,-
CVE-2017-3894,https://www.cvedetails.com/cve/CVE-2017-3894/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-3893,https://www.cvedetails.com/cve/CVE-2017-3893/,6.4,None,Partial,Partial,Not required,None,Overflow
CVE-2017-3892,https://www.cvedetails.com/cve/CVE-2017-3892/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2017-3891,https://www.cvedetails.com/cve/CVE-2017-3891/,6.8,Partial,Partial,Partial,Not required,None,-
CVE-2017-3890,https://www.cvedetails.com/cve/CVE-2017-3890/,4.3,None,Partial,None,Not required,None,Execute Code
CVE-2017-3890,https://www.cvedetails.com/cve/CVE-2017-3890/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-3889,https://www.cvedetails.com/cve/CVE-2017-3889/,5.8,Partial,Partial,None,Not required,None,-
CVE-2017-3887,https://www.cvedetails.com/cve/CVE-2017-3887/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2017-3886,https://www.cvedetails.com/cve/CVE-2017-3886/,4.0,Partial,None,None,???,None,Sql Injection
CVE-2017-3885,https://www.cvedetails.com/cve/CVE-2017-3885/,7.1,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3884,https://www.cvedetails.com/cve/CVE-2017-3884/,4.0,Partial,None,None,???,None,Obtain Information
CVE-2017-3883,https://www.cvedetails.com/cve/CVE-2017-3883/,5.0,None,None,Partial,Not required,None,-
CVE-2017-3882,https://www.cvedetails.com/cve/CVE-2017-3882/,8.3,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-3882,https://www.cvedetails.com/cve/CVE-2017-3882/,8.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-3882,https://www.cvedetails.com/cve/CVE-2017-3882/,8.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-3881,https://www.cvedetails.com/cve/CVE-2017-3881/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-3880,https://www.cvedetails.com/cve/CVE-2017-3880/,6.4,Partial,Partial,None,"Bypass vulnerability in Cisco WebEx Meetings Server could allow an unauthenticated, remote attacker to",None,Bypass a restriction or similar
CVE-2017-3879,https://www.cvedetails.com/cve/CVE-2017-3879/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2017-3879,https://www.cvedetails.com/cve/CVE-2017-3879/,5.0,None,None,Partial,Not required,None,Overflow
CVE-2017-3878,https://www.cvedetails.com/cve/CVE-2017-3878/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2017-3878,https://www.cvedetails.com/cve/CVE-2017-3878/,5.0,None,None,Partial,Not required,None,Overflow
CVE-2017-3877,https://www.cvedetails.com/cve/CVE-2017-3877/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2017-3876,https://www.cvedetails.com/cve/CVE-2017-3876/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3875,https://www.cvedetails.com/cve/CVE-2017-3875/,5.0,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2017-3873,https://www.cvedetails.com/cve/CVE-2017-3873/,7.9,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-3873,https://www.cvedetails.com/cve/CVE-2017-3873/,7.9,Complete,Complete,Complete,Not required,None,Gain privileges
CVE-2017-3872,https://www.cvedetails.com/cve/CVE-2017-3872/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-3872,https://www.cvedetails.com/cve/CVE-2017-3872/,4.3,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2017-3871,https://www.cvedetails.com/cve/CVE-2017-3871/,4.0,Partial,None,None,???,None,Obtain Information
CVE-2017-3870,https://www.cvedetails.com/cve/CVE-2017-3870/,5.0,None,Partial,None,Not required,None,Overflow
CVE-2017-3870,https://www.cvedetails.com/cve/CVE-2017-3870/,5.0,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2017-3869,https://www.cvedetails.com/cve/CVE-2017-3869/,5.5,Partial,Partial,None,???,None,-
CVE-2017-3868,https://www.cvedetails.com/cve/CVE-2017-3868/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-3867,https://www.cvedetails.com/cve/CVE-2017-3867/,5.0,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2017-3866,https://www.cvedetails.com/cve/CVE-2017-3866/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-3865,https://www.cvedetails.com/cve/CVE-2017-3865/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2017-3864,https://www.cvedetails.com/cve/CVE-2017-3864/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3863,https://www.cvedetails.com/cve/CVE-2017-3863/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3863,https://www.cvedetails.com/cve/CVE-2017-3863/,7.8,None,None,Complete,Not required,None,Overflow
CVE-2017-3862,https://www.cvedetails.com/cve/CVE-2017-3862/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3862,https://www.cvedetails.com/cve/CVE-2017-3862/,7.8,None,None,Complete,Not required,None,Overflow
CVE-2017-3861,https://www.cvedetails.com/cve/CVE-2017-3861/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3861,https://www.cvedetails.com/cve/CVE-2017-3861/,7.8,None,None,Complete,Not required,None,Overflow
CVE-2017-3860,https://www.cvedetails.com/cve/CVE-2017-3860/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3860,https://www.cvedetails.com/cve/CVE-2017-3860/,7.8,None,None,Complete,Not required,None,Overflow
CVE-2017-3859,https://www.cvedetails.com/cve/CVE-2017-3859/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3858,https://www.cvedetails.com/cve/CVE-2017-3858/,9.0,Complete,Complete,Complete,???,None,Execute Code
CVE-2017-3857,https://www.cvedetails.com/cve/CVE-2017-3857/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3856,https://www.cvedetails.com/cve/CVE-2017-3856/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3854,https://www.cvedetails.com/cve/CVE-2017-3854/,8.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-3853,https://www.cvedetails.com/cve/CVE-2017-3853/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-3853,https://www.cvedetails.com/cve/CVE-2017-3853/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-3852,https://www.cvedetails.com/cve/CVE-2017-3852/,5.5,None,Partial,Partial,???,None,-
CVE-2017-3851,https://www.cvedetails.com/cve/CVE-2017-3851/,5.0,Partial,None,None,Not required,None,Directory traversal
CVE-2017-3850,https://www.cvedetails.com/cve/CVE-2017-3850/,7.1,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3849,https://www.cvedetails.com/cve/CVE-2017-3849/,6.1,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3848,https://www.cvedetails.com/cve/CVE-2017-3848/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-3846,https://www.cvedetails.com/cve/CVE-2017-3846/,5.0,Partial,None,None,Not required,None,-
CVE-2017-3845,https://www.cvedetails.com/cve/CVE-2017-3845/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-3844,https://www.cvedetails.com/cve/CVE-2017-3844/,4.0,Partial,None,None,???,None,-
CVE-2017-3843,https://www.cvedetails.com/cve/CVE-2017-3843/,4.0,Partial,None,None,???,None,-
CVE-2017-3842,https://www.cvedetails.com/cve/CVE-2017-3842/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2017-3841,https://www.cvedetails.com/cve/CVE-2017-3841/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2017-3840,https://www.cvedetails.com/cve/CVE-2017-3840/,5.8,Partial,Partial,None,Not required,None,-
CVE-2017-3839,https://www.cvedetails.com/cve/CVE-2017-3839/,4.0,Partial,None,None,???,None,-
CVE-2017-3838,https://www.cvedetails.com/cve/CVE-2017-3838/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-3837,https://www.cvedetails.com/cve/CVE-2017-3837/,5.5,Partial,None,Partial,???,None,Denial Of Service
CVE-2017-3836,https://www.cvedetails.com/cve/CVE-2017-3836/,4.0,Partial,None,None,???,None,Obtain Information
CVE-2017-3835,https://www.cvedetails.com/cve/CVE-2017-3835/,6.5,Partial,Partial,Partial,???,None,Sql Injection
CVE-2017-3834,https://www.cvedetails.com/cve/CVE-2017-3834/,10.0,Complete,Complete,Complete,Not required,None,-
CVE-2017-3833,https://www.cvedetails.com/cve/CVE-2017-3833/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-3832,https://www.cvedetails.com/cve/CVE-2017-3832/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3831,https://www.cvedetails.com/cve/CVE-2017-3831/,10.0,Complete,Complete,Complete,Not required,None,Bypass a restriction or similar
CVE-2017-3830,https://www.cvedetails.com/cve/CVE-2017-3830/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2017-3829,https://www.cvedetails.com/cve/CVE-2017-3829/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-3828,https://www.cvedetails.com/cve/CVE-2017-3828/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-3827,https://www.cvedetails.com/cve/CVE-2017-3827/,5.0,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2017-3826,https://www.cvedetails.com/cve/CVE-2017-3826/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2017-3825,https://www.cvedetails.com/cve/CVE-2017-3825/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2017-3824,https://www.cvedetails.com/cve/CVE-2017-3824/,5.4,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3824,https://www.cvedetails.com/cve/CVE-2017-3824/,5.4,None,None,Complete,Not required,None,Overflow
CVE-2017-3823,https://www.cvedetails.com/cve/CVE-2017-3823/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-3823,https://www.cvedetails.com/cve/CVE-2017-3823/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-3822,https://www.cvedetails.com/cve/CVE-2017-3822/,5.0,None,Partial,None,Not required,None,-
CVE-2017-3821,https://www.cvedetails.com/cve/CVE-2017-3821/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-3820,https://www.cvedetails.com/cve/CVE-2017-3820/,6.8,None,None,Complete,???,None,Denial Of Service
CVE-2017-3819,https://www.cvedetails.com/cve/CVE-2017-3819/,9.0,Complete,Complete,Complete,???,None,Gain privileges
CVE-2017-3818,https://www.cvedetails.com/cve/CVE-2017-3818/,5.0,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2017-3817,https://www.cvedetails.com/cve/CVE-2017-3817/,4.0,Partial,None,None,???,None,-
CVE-2017-3815,https://www.cvedetails.com/cve/CVE-2017-3815/,5.0,Partial,None,None,Not required,None,-
CVE-2017-3814,https://www.cvedetails.com/cve/CVE-2017-3814/,5.0,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2017-3813,https://www.cvedetails.com/cve/CVE-2017-3813/,7.2,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-3812,https://www.cvedetails.com/cve/CVE-2017-3812/,7.1,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3812,https://www.cvedetails.com/cve/CVE-2017-3812/,7.1,None,None,Complete,Not required,None,Obtain Information
CVE-2017-3811,https://www.cvedetails.com/cve/CVE-2017-3811/,4.0,Partial,None,None,???,None,-
CVE-2017-3810,https://www.cvedetails.com/cve/CVE-2017-3810/,4.9,Partial,Partial,None,???,None,-
CVE-2017-3809,https://www.cvedetails.com/cve/CVE-2017-3809/,5.0,None,Partial,None,Not required,None,-
CVE-2017-3808,https://www.cvedetails.com/cve/CVE-2017-3808/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3808,https://www.cvedetails.com/cve/CVE-2017-3808/,7.8,None,None,Complete,Not required,None,Overflow
CVE-2017-3807,https://www.cvedetails.com/cve/CVE-2017-3807/,8.0,Partial,Partial,Complete,???,None,Execute Code
CVE-2017-3807,https://www.cvedetails.com/cve/CVE-2017-3807/,8.0,Partial,Partial,Complete,???,None,Overflow
CVE-2017-3806,https://www.cvedetails.com/cve/CVE-2017-3806/,4.6,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-3805,https://www.cvedetails.com/cve/CVE-2017-3805/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2017-3804,https://www.cvedetails.com/cve/CVE-2017-3804/,5.7,None,None,Complete,Not required,None,-
CVE-2017-3802,https://www.cvedetails.com/cve/CVE-2017-3802/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-3801,https://www.cvedetails.com/cve/CVE-2017-3801/,4.6,Partial,Partial,Partial,Not required,None,-
CVE-2017-3800,https://www.cvedetails.com/cve/CVE-2017-3800/,5.0,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2017-3799,https://www.cvedetails.com/cve/CVE-2017-3799/,5.8,Partial,Partial,None,Not required,None,-
CVE-2017-3798,https://www.cvedetails.com/cve/CVE-2017-3798/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-3798,https://www.cvedetails.com/cve/CVE-2017-3798/,4.3,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2017-3797,https://www.cvedetails.com/cve/CVE-2017-3797/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2017-3796,https://www.cvedetails.com/cve/CVE-2017-3796/,6.5,Partial,Partial,Partial,???,None,Execute Code
CVE-2017-3795,https://www.cvedetails.com/cve/CVE-2017-3795/,6.5,Partial,Partial,Partial,???,None,-
CVE-2017-3794,https://www.cvedetails.com/cve/CVE-2017-3794/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2017-3793,https://www.cvedetails.com/cve/CVE-2017-3793/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2017-3792,https://www.cvedetails.com/cve/CVE-2017-3792/,10.0,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-3792,https://www.cvedetails.com/cve/CVE-2017-3792/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-3792,https://www.cvedetails.com/cve/CVE-2017-3792/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-3791,https://www.cvedetails.com/cve/CVE-2017-3791/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-3791,https://www.cvedetails.com/cve/CVE-2017-3791/,10.0,Complete,Complete,Complete,Not required,None,Bypass a restriction or similar
CVE-2017-3790,https://www.cvedetails.com/cve/CVE-2017-3790/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3790,https://www.cvedetails.com/cve/CVE-2017-3790/,7.8,None,None,Complete,Not required,None,Overflow
CVE-2017-3771,https://www.cvedetails.com/cve/CVE-2017-3771/,5.0,None,Partial,None,Not required,None,-
CVE-2017-3770,https://www.cvedetails.com/cve/CVE-2017-3770/,6.5,Partial,Partial,Partial,???,None,Execute Code
CVE-2017-3767,https://www.cvedetails.com/cve/CVE-2017-3767/,7.2,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-3764,https://www.cvedetails.com/cve/CVE-2017-3764/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2017-3761,https://www.cvedetails.com/cve/CVE-2017-3761/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-3760,https://www.cvedetails.com/cve/CVE-2017-3760/,5.1,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-3759,https://www.cvedetails.com/cve/CVE-2017-3759/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-3758,https://www.cvedetails.com/cve/CVE-2017-3758/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-3757,https://www.cvedetails.com/cve/CVE-2017-3757/,7.2,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-3756,https://www.cvedetails.com/cve/CVE-2017-3756/,7.2,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-3754,https://www.cvedetails.com/cve/CVE-2017-3754/,7.2,Complete,Complete,Complete,Not required,None,-
CVE-2017-3753,https://www.cvedetails.com/cve/CVE-2017-3753/,7.2,Complete,Complete,Complete,Not required,None,Bypass a restriction or similar
CVE-2017-3752,https://www.cvedetails.com/cve/CVE-2017-3752/,4.3,None,Partial,Partial,Not required,None,-
CVE-2017-3751,https://www.cvedetails.com/cve/CVE-2017-3751/,7.2,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-3750,https://www.cvedetails.com/cve/CVE-2017-3750/,6.9,Complete,Complete,Complete,Not required,None,-
CVE-2017-3749,https://www.cvedetails.com/cve/CVE-2017-3749/,6.9,Complete,Complete,Complete,Not required,None,-
CVE-2017-3748,https://www.cvedetails.com/cve/CVE-2017-3748/,7.2,Complete,Complete,Complete,Not required,None,-
CVE-2017-3746,https://www.cvedetails.com/cve/CVE-2017-3746/,7.2,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-3744,https://www.cvedetails.com/cve/CVE-2017-3744/,4.0,Partial,None,None,???,None,-
CVE-2017-3740,https://www.cvedetails.com/cve/CVE-2017-3740/,4.9,None,None,Complete,Not required,None,Denial Of Service
CVE-2017-3738,https://www.cvedetails.com/cve/CVE-2017-3738/,4.3,Partial,None,None,Not required,None,Overflow
CVE-2017-3738,https://www.cvedetails.com/cve/CVE-2017-3738/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2017-3737,https://www.cvedetails.com/cve/CVE-2017-3737/,4.3,Partial,None,None,Not required,None,-
CVE-2017-3736,https://www.cvedetails.com/cve/CVE-2017-3736/,4.0,Partial,None,None,???,None,Obtain Information
CVE-2017-3735,https://www.cvedetails.com/cve/CVE-2017-3735/,5.0,None,Partial,None,Not required,None,Overflow
CVE-2017-3733,https://www.cvedetails.com/cve/CVE-2017-3733/,5.0,None,None,Partial,Not required,None,-
CVE-2017-3732,https://www.cvedetails.com/cve/CVE-2017-3732/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2017-3731,https://www.cvedetails.com/cve/CVE-2017-3731/,5.0,None,None,Partial,Not required,None,-
CVE-2017-3730,https://www.cvedetails.com/cve/CVE-2017-3730/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2017-3652,https://www.cvedetails.com/cve/CVE-2017-3652/,4.9,egrity impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:N).	,). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:N).	,None,???,None,-
CVE-2017-3651,https://www.cvedetails.com/cve/CVE-2017-3651/,4.0,None,). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N).	,None,???,None,-
CVE-2017-3650,https://www.cvedetails.com/cve/CVE-2017-3650/,4.3,). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N).	,None,None,Not required,None,-
CVE-2017-3649,https://www.cvedetails.com/cve/CVE-2017-3649/,4.0,None,None,). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:H).	,???,None,-
CVE-2017-3648,https://www.cvedetails.com/cve/CVE-2017-3648/,4.0,None,None,). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:H).	,???,None,-
CVE-2017-3647,https://www.cvedetails.com/cve/CVE-2017-3647/,4.0,None,None,). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:H).	,???,None,-
CVE-2017-3646,https://www.cvedetails.com/cve/CVE-2017-3646/,4.0,None,None,). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).	,???,None,-
CVE-2017-3645,https://www.cvedetails.com/cve/CVE-2017-3645/,4.0,None,None,). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).	,???,None,-
CVE-2017-3644,https://www.cvedetails.com/cve/CVE-2017-3644/,4.0,None,None,). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).	,???,None,-
CVE-2017-3643,https://www.cvedetails.com/cve/CVE-2017-3643/,4.0,None,None,). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).	,???,None,-
CVE-2017-3642,https://www.cvedetails.com/cve/CVE-2017-3642/,4.0,None,None,). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).	,???,None,-
CVE-2017-3641,https://www.cvedetails.com/cve/CVE-2017-3641/,4.0,None,None,). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).	,???,None,-
CVE-2017-3640,https://www.cvedetails.com/cve/CVE-2017-3640/,4.0,None,None,). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).	,???,None,-
CVE-2017-3639,https://www.cvedetails.com/cve/CVE-2017-3639/,4.0,None,None,). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).	,???,None,-
CVE-2017-3638,https://www.cvedetails.com/cve/CVE-2017-3638/,4.0,None,None,). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).	,???,None,-
CVE-2017-3636,https://www.cvedetails.com/cve/CVE-2017-3636/,4.6,ity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L).	,ilability impacts). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L).	,). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L).	,Not required,None,Denial Of Service
CVE-2017-3634,https://www.cvedetails.com/cve/CVE-2017-3634/,4.0,None,None,). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).	,???,None,-
CVE-2017-3633,https://www.cvedetails.com/cve/CVE-2017-3633/,5.8,None,ilability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:H).	,). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:H).	,Not required,None,-
CVE-2017-3632,https://www.cvedetails.com/cve/CVE-2017-3632/,10.0,ity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H).	,ilability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H).	,). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H).	,Not required,None,-
CVE-2017-3631,https://www.cvedetails.com/cve/CVE-2017-3631/,4.6,ity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L).	,ilability impacts). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L).	,). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L).	,Not required,None,Denial Of Service
CVE-2017-3631,https://www.cvedetails.com/cve/CVE-2017-3631/,4.6,ity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L).	,ilability impacts). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L).	,). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L).	,Not required,None,Overflow
CVE-2017-3630,https://www.cvedetails.com/cve/CVE-2017-3630/,4.6,ity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L).	,ilability impacts). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L).	,). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L).	,Not required,None,Denial Of Service
CVE-2017-3629,https://www.cvedetails.com/cve/CVE-2017-3629/,7.2,ity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H).	,ilability impacts). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H).	,). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H).	,Not required,None,Overflow
CVE-2017-3625,https://www.cvedetails.com/cve/CVE-2017-3625/,7.8,egrity impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:L/A:N).	,). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:L/A:N).	,None,Not required,None,-
