CVE ID,Link to CVE,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Authentication,Gained Access,Vulnerability Type(s)
CVE-2017-16787,https://www.cvedetails.com/cve/CVE-2017-16787/,4.0,Partial,None,None,???,None,Obtain Information
CVE-2017-16786,https://www.cvedetails.com/cve/CVE-2017-16786/,6.8,Complete,None,None,???,None,Obtain Information
CVE-2017-16785,https://www.cvedetails.com/cve/CVE-2017-16785/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-16784,https://www.cvedetails.com/cve/CVE-2017-16784/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-16783,https://www.cvedetails.com/cve/CVE-2017-16783/,7.5,Partial,Partial,Partial,Not required,None,-
CVE-2017-16782,https://www.cvedetails.com/cve/CVE-2017-16782/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-16780,https://www.cvedetails.com/cve/CVE-2017-16780/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16777,https://www.cvedetails.com/cve/CVE-2017-16777/,7.2,Complete,Complete,Complete,Not required,None,-
CVE-2017-16776,https://www.cvedetails.com/cve/CVE-2017-16776/,6.8,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2017-16766,https://www.cvedetails.com/cve/CVE-2017-16766/,6.4,Partial,Partial,None,Not required,None,-
CVE-2017-16765,https://www.cvedetails.com/cve/CVE-2017-16765/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-16764,https://www.cvedetails.com/cve/CVE-2017-16764/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16763,https://www.cvedetails.com/cve/CVE-2017-16763/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16762,https://www.cvedetails.com/cve/CVE-2017-16762/,5.0,Partial,None,None,Not required,None,Directory traversal
CVE-2017-16761,https://www.cvedetails.com/cve/CVE-2017-16761/,5.8,Partial,Partial,None,Not required,None,-
CVE-2017-16760,https://www.cvedetails.com/cve/CVE-2017-16760/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-16759,https://www.cvedetails.com/cve/CVE-2017-16759/,4.3,Partial,None,None,Not required,None,Directory traversal
CVE-2017-16757,https://www.cvedetails.com/cve/CVE-2017-16757/,4.6,Partial,Partial,Partial,Not required,None,Gain privileges
CVE-2017-16754,https://www.cvedetails.com/cve/CVE-2017-16754/,5.0,Partial,None,None,Not required,None,-
CVE-2017-16735,https://www.cvedetails.com/cve/CVE-2017-16735/,5.0,None,None,Partial,Not required,None,Sql Injection
CVE-2017-16733,https://www.cvedetails.com/cve/CVE-2017-16733/,5.0,Partial,None,None,Not required,None,Sql Injection
CVE-2017-16727,https://www.cvedetails.com/cve/CVE-2017-16727/,6.4,Partial,Partial,None,Not required,None,-
CVE-2017-16725,https://www.cvedetails.com/cve/CVE-2017-16725/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16725,https://www.cvedetails.com/cve/CVE-2017-16725/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16723,https://www.cvedetails.com/cve/CVE-2017-16723/,4.3,None,Partial,None,Not required,None,Execute Code
CVE-2017-16723,https://www.cvedetails.com/cve/CVE-2017-16723/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-16721,https://www.cvedetails.com/cve/CVE-2017-16721/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-16719,https://www.cvedetails.com/cve/CVE-2017-16719/,5.0,None,None,Partial,Not required,None,-
CVE-2017-16717,https://www.cvedetails.com/cve/CVE-2017-16717/,9.0,Partial,Partial,Complete,Not required,None,Execute Code
CVE-2017-16717,https://www.cvedetails.com/cve/CVE-2017-16717/,9.0,Partial,Partial,Complete,Not required,None,Overflow
CVE-2017-16715,https://www.cvedetails.com/cve/CVE-2017-16715/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2017-16711,https://www.cvedetails.com/cve/CVE-2017-16711/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2017-16691,https://www.cvedetails.com/cve/CVE-2017-16691/,5.8,None,Partial,Partial,Not required,None,-
CVE-2017-16690,https://www.cvedetails.com/cve/CVE-2017-16690/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16689,https://www.cvedetails.com/cve/CVE-2017-16689/,6.5,Partial,Partial,Partial,???,None,-
CVE-2017-16687,https://www.cvedetails.com/cve/CVE-2017-16687/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2017-16685,https://www.cvedetails.com/cve/CVE-2017-16685/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-16684,https://www.cvedetails.com/cve/CVE-2017-16684/,7.5,Partial,Partial,Partial,Not required,None,-
CVE-2017-16683,https://www.cvedetails.com/cve/CVE-2017-16683/,4.0,None,None,Partial,???,None,Denial Of Service
CVE-2017-16682,https://www.cvedetails.com/cve/CVE-2017-16682/,6.5,Partial,Partial,Partial,???,None,Execute Code
CVE-2017-16681,https://www.cvedetails.com/cve/CVE-2017-16681/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-16680,https://www.cvedetails.com/cve/CVE-2017-16680/,5.0,None,Partial,None,"writes audit logs into syslog and additionally writes the same audit entries into a log file. Entries in the log file miss escaping. Hence the interpretation of audit log files could be hindered or misdirected, while the entries in syslog are correct.	",None,-
CVE-2017-16679,https://www.cvedetails.com/cve/CVE-2017-16679/,5.8,Partial,Partial,None,Not required,None,-
CVE-2017-16678,https://www.cvedetails.com/cve/CVE-2017-16678/,6.5,Partial,Partial,Partial,???,None,-
CVE-2017-16674,https://www.cvedetails.com/cve/CVE-2017-16674/,4.9,Partial,Partial,Partial,???,None,Execute Code
CVE-2017-16672,https://www.cvedetails.com/cve/CVE-2017-16672/,4.3,None,None,Partial,Not required,None,-
CVE-2017-16671,https://www.cvedetails.com/cve/CVE-2017-16671/,6.5,Partial,Partial,Partial,???,None,Overflow
CVE-2017-16669,https://www.cvedetails.com/cve/CVE-2017-16669/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2017-16669,https://www.cvedetails.com/cve/CVE-2017-16669/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2017-16667,https://www.cvedetails.com/cve/CVE-2017-16667/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16665,https://www.cvedetails.com/cve/CVE-2017-16665/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2017-16664,https://www.cvedetails.com/cve/CVE-2017-16664/,6.5,Partial,Partial,Partial,???,None,Execute Code
CVE-2017-16663,https://www.cvedetails.com/cve/CVE-2017-16663/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2017-16661,https://www.cvedetails.com/cve/CVE-2017-16661/,4.0,Partial,None,None,???,None,Obtain Information
CVE-2017-16660,https://www.cvedetails.com/cve/CVE-2017-16660/,9.0,Complete,Complete,Complete,???,None,Execute Code
CVE-2017-16659,https://www.cvedetails.com/cve/CVE-2017-16659/,9.3,Complete,Complete,Complete,Not required,None,Gain privileges
CVE-2017-16651,https://www.cvedetails.com/cve/CVE-2017-16651/,4.6,Partial,Partial,Partial,Not required,None,-
CVE-2017-16650,https://www.cvedetails.com/cve/CVE-2017-16650/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16649,https://www.cvedetails.com/cve/CVE-2017-16649/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16648,https://www.cvedetails.com/cve/CVE-2017-16648/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16647,https://www.cvedetails.com/cve/CVE-2017-16647/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16646,https://www.cvedetails.com/cve/CVE-2017-16646/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16645,https://www.cvedetails.com/cve/CVE-2017-16645/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16644,https://www.cvedetails.com/cve/CVE-2017-16644/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16643,https://www.cvedetails.com/cve/CVE-2017-16643/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16642,https://www.cvedetails.com/cve/CVE-2017-16642/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2017-16641,https://www.cvedetails.com/cve/CVE-2017-16641/,9.0,Complete,Complete,Complete,???,None,Execute Code
CVE-2017-16638,https://www.cvedetails.com/cve/CVE-2017-16638/,10.0,Complete,Complete,Complete,Not required,None,Gain privileges
CVE-2017-16634,https://www.cvedetails.com/cve/CVE-2017-16634/,7.5,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2017-16633,https://www.cvedetails.com/cve/CVE-2017-16633/,4.0,Partial,None,None,???,None,Obtain Information
CVE-2017-16618,https://www.cvedetails.com/cve/CVE-2017-16618/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16616,https://www.cvedetails.com/cve/CVE-2017-16616/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16615,https://www.cvedetails.com/cve/CVE-2017-16615/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16613,https://www.cvedetails.com/cve/CVE-2017-16613/,7.5,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2017-16612,https://www.cvedetails.com/cve/CVE-2017-16612/,5.0,None,None,Partial,Not required,None,Overflow
CVE-2017-16611,https://www.cvedetails.com/cve/CVE-2017-16611/,4.9,None,None,Complete,Not required,None,-
CVE-2017-16589,https://www.cvedetails.com/cve/CVE-2017-16589/,4.3,Partial,None,None,Not required,None,Execute Code
CVE-2017-16589,https://www.cvedetails.com/cve/CVE-2017-16589/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2017-16588,https://www.cvedetails.com/cve/CVE-2017-16588/,4.3,Partial,None,None,Not required,None,Execute Code
CVE-2017-16588,https://www.cvedetails.com/cve/CVE-2017-16588/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2017-16587,https://www.cvedetails.com/cve/CVE-2017-16587/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16586,https://www.cvedetails.com/cve/CVE-2017-16586/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16585,https://www.cvedetails.com/cve/CVE-2017-16585/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16584,https://www.cvedetails.com/cve/CVE-2017-16584/,4.3,Partial,None,None,Not required,None,Execute Code
CVE-2017-16584,https://www.cvedetails.com/cve/CVE-2017-16584/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2017-16583,https://www.cvedetails.com/cve/CVE-2017-16583/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16582,https://www.cvedetails.com/cve/CVE-2017-16582/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16581,https://www.cvedetails.com/cve/CVE-2017-16581/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16580,https://www.cvedetails.com/cve/CVE-2017-16580/,4.3,Partial,None,None,Not required,None,Execute Code
CVE-2017-16580,https://www.cvedetails.com/cve/CVE-2017-16580/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2017-16579,https://www.cvedetails.com/cve/CVE-2017-16579/,4.3,Partial,None,None,Not required,None,Execute Code
CVE-2017-16579,https://www.cvedetails.com/cve/CVE-2017-16579/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2017-16578,https://www.cvedetails.com/cve/CVE-2017-16578/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16577,https://www.cvedetails.com/cve/CVE-2017-16577/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16576,https://www.cvedetails.com/cve/CVE-2017-16576/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16575,https://www.cvedetails.com/cve/CVE-2017-16575/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16574,https://www.cvedetails.com/cve/CVE-2017-16574/,4.3,Partial,None,None,Not required,None,Execute Code
CVE-2017-16574,https://www.cvedetails.com/cve/CVE-2017-16574/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2017-16573,https://www.cvedetails.com/cve/CVE-2017-16573/,4.3,Partial,None,None,Not required,None,Execute Code
CVE-2017-16573,https://www.cvedetails.com/cve/CVE-2017-16573/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2017-16572,https://www.cvedetails.com/cve/CVE-2017-16572/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16571,https://www.cvedetails.com/cve/CVE-2017-16571/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2017-16570,https://www.cvedetails.com/cve/CVE-2017-16570/,6.8,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2017-16570,https://www.cvedetails.com/cve/CVE-2017-16570/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2017-16569,https://www.cvedetails.com/cve/CVE-2017-16569/,4.9,Partial,Partial,None,???,None,-
CVE-2017-16566,https://www.cvedetails.com/cve/CVE-2017-16566/,10.0,Complete,Complete,Complete,Not required,None,-
CVE-2017-16565,https://www.cvedetails.com/cve/CVE-2017-16565/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2017-16563,https://www.cvedetails.com/cve/CVE-2017-16563/,6.0,Partial,Partial,Partial,???,None,CSRF
CVE-2017-16562,https://www.cvedetails.com/cve/CVE-2017-16562/,7.5,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2017-16561,https://www.cvedetails.com/cve/CVE-2017-16561/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2017-16548,https://www.cvedetails.com/cve/CVE-2017-16548/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2017-16547,https://www.cvedetails.com/cve/CVE-2017-16547/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2017-16546,https://www.cvedetails.com/cve/CVE-2017-16546/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2017-16546,https://www.cvedetails.com/cve/CVE-2017-16546/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2017-16545,https://www.cvedetails.com/cve/CVE-2017-16545/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2017-16544,https://www.cvedetails.com/cve/CVE-2017-16544/,6.5,Partial,Partial,Partial,???,None,Execute Code
CVE-2017-16543,https://www.cvedetails.com/cve/CVE-2017-16543/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2017-16542,https://www.cvedetails.com/cve/CVE-2017-16542/,6.5,Partial,Partial,Partial,???,None,Sql Injection
CVE-2017-16541,https://www.cvedetails.com/cve/CVE-2017-16541/,4.3,Partial,None,None,Not required,None,Bypass a restriction or similar
CVE-2017-16541,https://www.cvedetails.com/cve/CVE-2017-16541/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2017-16540,https://www.cvedetails.com/cve/CVE-2017-16540/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2017-16539,https://www.cvedetails.com/cve/CVE-2017-16539/,4.3,None,None,Partial,Not required,None,Obtain Information
CVE-2017-16538,https://www.cvedetails.com/cve/CVE-2017-16538/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16537,https://www.cvedetails.com/cve/CVE-2017-16537/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16536,https://www.cvedetails.com/cve/CVE-2017-16536/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16535,https://www.cvedetails.com/cve/CVE-2017-16535/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16534,https://www.cvedetails.com/cve/CVE-2017-16534/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16534,https://www.cvedetails.com/cve/CVE-2017-16534/,7.2,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16533,https://www.cvedetails.com/cve/CVE-2017-16533/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16532,https://www.cvedetails.com/cve/CVE-2017-16532/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16531,https://www.cvedetails.com/cve/CVE-2017-16531/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16531,https://www.cvedetails.com/cve/CVE-2017-16531/,7.2,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16530,https://www.cvedetails.com/cve/CVE-2017-16530/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16529,https://www.cvedetails.com/cve/CVE-2017-16529/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16528,https://www.cvedetails.com/cve/CVE-2017-16528/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16527,https://www.cvedetails.com/cve/CVE-2017-16527/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16526,https://www.cvedetails.com/cve/CVE-2017-16526/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16526,https://www.cvedetails.com/cve/CVE-2017-16526/,7.2,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16525,https://www.cvedetails.com/cve/CVE-2017-16525/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2017-16524,https://www.cvedetails.com/cve/CVE-2017-16524/,6.5,Partial,Partial,Partial,???,None,Execute Code
CVE-2017-16523,https://www.cvedetails.com/cve/CVE-2017-16523/,10.0,Complete,Complete,Complete,Not required,None,-
CVE-2017-16522,https://www.cvedetails.com/cve/CVE-2017-16522/,9.0,Complete,Complete,Complete,???,None,Execute Code
CVE-2017-16521,https://www.cvedetails.com/cve/CVE-2017-16521/,7.5,Partial,Partial,Partial,Not required,None,-
CVE-2017-16520,https://www.cvedetails.com/cve/CVE-2017-16520/,5.0,None,Partial,None,Not required,None,-
CVE-2017-16516,https://www.cvedetails.com/cve/CVE-2017-16516/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2017-16513,https://www.cvedetails.com/cve/CVE-2017-16513/,4.6,Partial,Partial,Partial,Not required,None,Overflow
CVE-2017-16510,https://www.cvedetails.com/cve/CVE-2017-16510/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2017-16420,https://www.cvedetails.com/cve/CVE-2017-16420/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16419,https://www.cvedetails.com/cve/CVE-2017-16419/,4.3,None,None,Partial,Not required,None,-
CVE-2017-16418,https://www.cvedetails.com/cve/CVE-2017-16418/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16417,https://www.cvedetails.com/cve/CVE-2017-16417/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16416,https://www.cvedetails.com/cve/CVE-2017-16416/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16415,https://www.cvedetails.com/cve/CVE-2017-16415/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16414,https://www.cvedetails.com/cve/CVE-2017-16414/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16413,https://www.cvedetails.com/cve/CVE-2017-16413/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16412,https://www.cvedetails.com/cve/CVE-2017-16412/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16411,https://www.cvedetails.com/cve/CVE-2017-16411/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16410,https://www.cvedetails.com/cve/CVE-2017-16410/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16409,https://www.cvedetails.com/cve/CVE-2017-16409/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16408,https://www.cvedetails.com/cve/CVE-2017-16408/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16407,https://www.cvedetails.com/cve/CVE-2017-16407/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16406,https://www.cvedetails.com/cve/CVE-2017-16406/,9.3,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2017-16406,https://www.cvedetails.com/cve/CVE-2017-16406/,9.3,Complete,Complete,Complete,Not required,None,Obtain Information
CVE-2017-16405,https://www.cvedetails.com/cve/CVE-2017-16405/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16404,https://www.cvedetails.com/cve/CVE-2017-16404/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16403,https://www.cvedetails.com/cve/CVE-2017-16403/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16402,https://www.cvedetails.com/cve/CVE-2017-16402/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16401,https://www.cvedetails.com/cve/CVE-2017-16401/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16400,https://www.cvedetails.com/cve/CVE-2017-16400/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16399,https://www.cvedetails.com/cve/CVE-2017-16399/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16398,https://www.cvedetails.com/cve/CVE-2017-16398/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16398,https://www.cvedetails.com/cve/CVE-2017-16398/,9.3,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2017-16398,https://www.cvedetails.com/cve/CVE-2017-16398/,9.3,Complete,Complete,Complete,Not required,None,Obtain Information
CVE-2017-16397,https://www.cvedetails.com/cve/CVE-2017-16397/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16396,https://www.cvedetails.com/cve/CVE-2017-16396/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16396,https://www.cvedetails.com/cve/CVE-2017-16396/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16395,https://www.cvedetails.com/cve/CVE-2017-16395/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16395,https://www.cvedetails.com/cve/CVE-2017-16395/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16394,https://www.cvedetails.com/cve/CVE-2017-16394/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16393,https://www.cvedetails.com/cve/CVE-2017-16393/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16393,https://www.cvedetails.com/cve/CVE-2017-16393/,9.3,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2017-16393,https://www.cvedetails.com/cve/CVE-2017-16393/,9.3,Complete,Complete,Complete,Not required,None,Obtain Information
CVE-2017-16392,https://www.cvedetails.com/cve/CVE-2017-16392/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16392,https://www.cvedetails.com/cve/CVE-2017-16392/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16391,https://www.cvedetails.com/cve/CVE-2017-16391/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16390,https://www.cvedetails.com/cve/CVE-2017-16390/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16390,https://www.cvedetails.com/cve/CVE-2017-16390/,9.3,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2017-16390,https://www.cvedetails.com/cve/CVE-2017-16390/,9.3,Complete,Complete,Complete,Not required,None,Obtain Information
CVE-2017-16389,https://www.cvedetails.com/cve/CVE-2017-16389/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16388,https://www.cvedetails.com/cve/CVE-2017-16388/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16388,https://www.cvedetails.com/cve/CVE-2017-16388/,9.3,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2017-16388,https://www.cvedetails.com/cve/CVE-2017-16388/,9.3,Complete,Complete,Complete,Not required,None,Obtain Information
CVE-2017-16387,https://www.cvedetails.com/cve/CVE-2017-16387/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16386,https://www.cvedetails.com/cve/CVE-2017-16386/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16385,https://www.cvedetails.com/cve/CVE-2017-16385/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16385,https://www.cvedetails.com/cve/CVE-2017-16385/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16384,https://www.cvedetails.com/cve/CVE-2017-16384/,9.3,Complete,Complete,Complete,Not required,None,Obtain Information
CVE-2017-16383,https://www.cvedetails.com/cve/CVE-2017-16383/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16382,https://www.cvedetails.com/cve/CVE-2017-16382/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16381,https://www.cvedetails.com/cve/CVE-2017-16381/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16381,https://www.cvedetails.com/cve/CVE-2017-16381/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16380,https://www.cvedetails.com/cve/CVE-2017-16380/,9.3,Complete,Complete,Complete,Not required,None,Bypass a restriction or similar
CVE-2017-16379,https://www.cvedetails.com/cve/CVE-2017-16379/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16378,https://www.cvedetails.com/cve/CVE-2017-16378/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16377,https://www.cvedetails.com/cve/CVE-2017-16377/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16376,https://www.cvedetails.com/cve/CVE-2017-16376/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16375,https://www.cvedetails.com/cve/CVE-2017-16375/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16374,https://www.cvedetails.com/cve/CVE-2017-16374/,9.3,Complete,Complete,Complete,Not required,None,Obtain Information
CVE-2017-16373,https://www.cvedetails.com/cve/CVE-2017-16373/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16372,https://www.cvedetails.com/cve/CVE-2017-16372/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16371,https://www.cvedetails.com/cve/CVE-2017-16371/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16370,https://www.cvedetails.com/cve/CVE-2017-16370/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2017-16369,https://www.cvedetails.com/cve/CVE-2017-16369/,4.3,Partial,None,None,Not required,None,Bypass a restriction or similar
CVE-2017-16369,https://www.cvedetails.com/cve/CVE-2017-16369/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2017-16368,https://www.cvedetails.com/cve/CVE-2017-16368/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2017-16368,https://www.cvedetails.com/cve/CVE-2017-16368/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16367,https://www.cvedetails.com/cve/CVE-2017-16367/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2017-16367,https://www.cvedetails.com/cve/CVE-2017-16367/,9.3,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2017-16367,https://www.cvedetails.com/cve/CVE-2017-16367/,9.3,Complete,Complete,Complete,Not required,None,Obtain Information
CVE-2017-16366,https://www.cvedetails.com/cve/CVE-2017-16366/,5.0,None,Partial,None,Not required,None,Bypass a restriction or similar
